ano,mes,dia,hora,angulo,intensidade,uwind,vwind
2022,01,17,10,56.0,1.4,-1.1607,-0.7829
2022,01,17,11,30.0,2.1,-1.05,-1.8187
2022,01,17,12,305.0,1.1,0.9011,-0.6309
2022,01,17,13,300.0,1.5,1.299,-0.75
2022,01,17,14,292.0,1.4,1.2981,-0.5244
2022,01,17,15,286.0,1.5,1.4419,-0.4135
2022,01,17,16,229.0,2.0,1.5094,1.3121
2022,01,17,17,260.0,1.9,1.8711,0.3299
2022,01,17,18,224.0,2.8,1.945,2.0142
2022,01,17,19,128.0,1.6,-1.2608,0.9851
2022,01,17,20,186.0,2.4,0.2509,2.3869
2022,01,17,21,72.0,1.9,-1.807,-0.5871
2022,01,17,22,62.0,2.2,-1.9425,-1.0328
2022,01,17,23,69.0,1.0,-0.9336,-0.3584
2022,01,18,0,80.0,1.2,-1.1818,-0.2084
2022,01,18,1,122.0,0.9,-0.7632,0.4769
2022,01,18,2,24.0,1.2,-0.4881,-1.0963
2022,01,18,3,347.0,0.5,0.1125,-0.4872
2022,01,18,4,62.0,0.8,-0.7064,-0.3756
2022,01,18,5,112.0,0.7,-0.649,0.2622
2022,01,18,6,99.0,0.8,-0.7902,0.1251
2022,01,18,7,133.0,0.7,-0.5119,0.4774
2022,01,18,8,117.0,0.9,-0.8019,0.4086
2022,01,18,9,121.0,1.1,-0.9429,0.5665
2022,01,18,10,190.0,0.8,0.1389,0.7878
2022,01,18,11,7.0,1.1,-0.1341,-1.0918
2022,01,18,12,289.0,1.7,1.6074,-0.5535
2022,01,18,13,295.0,1.5,1.3595,-0.6339
2022,01,18,14,291.0,1.5,1.4004,-0.5376
2022,01,18,15,301.0,1.4,1.2,-0.7211
2022,01,18,16,279.0,1.9,1.8766,-0.2972
2022,01,18,17,215.0,2.3,1.3192,1.884
2022,01,18,18,166.0,2.0,-0.4838,1.9406
2022,01,18,19,136.0,2.2,-1.5282,1.5825
2022,01,18,20,116.0,1.9,-1.7077,0.8329
2022,01,18,21,116.0,1.7,-1.5279,0.7452
2022,01,18,22,219.0,1.9,1.1957,1.4766
2022,01,18,23,225.0,2.3,1.6263,1.6263
2022,01,19,0,211.0,1.7,0.8756,1.4572
2022,01,19,1,261.0,0.5,0.4938,0.0782
2022,01,19,2,54.0,1.6,-1.2944,-0.9405
2022,01,19,3,317.0,0.5,0.341,-0.3657
2022,01,19,4,26.0,1.0,-0.4384,-0.8988
2022,01,19,5,73.0,1.3,-1.2432,-0.3801
2022,01,19,6,83.0,1.0,-0.9925,-0.1219
2022,01,19,7,74.0,1.3,-1.2496,-0.3583
2022,01,19,8,105.0,1.2,-1.1591,0.3106
2022,01,19,9,78.0,1.2,-1.1738,-0.2495
2022,01,19,10,62.0,1.5,-1.3244,-0.7042
2022,01,19,11,42.0,1.4,-0.9368,-1.0404
2022,01,19,12,40.0,1.3,-0.8356,-0.9959
2022,01,19,13,309.0,1.7,1.3211,-1.0698
2022,01,19,14,242.0,1.9,1.6776,0.892
2022,01,19,15,248.0,2.4,2.2252,0.8991
2022,01,19,16,209.0,4.0,1.9392,3.4985
2022,01,19,17,166.0,2.5,-0.6048,2.4257
2022,01,19,18,202.0,2.7,1.0114,2.5034
2022,01,19,19,59.0,2.0,-1.7143,-1.0301
2022,01,19,20,61.0,1.9,-1.6618,-0.9211
2022,01,19,21,346.0,1.1,0.2661,-1.0673
2022,01,19,22,75.0,1.3,-1.2557,-0.3365
2022,01,19,23,95.0,1.3,-1.2951,0.1133
2022,01,20,0,99.0,1.0,-0.9877,0.1564
2022,01,20,1,129.0,1.3,-1.0103,0.8181
2022,01,20,2,88.0,0.9,-0.8995,-0.0314
2022,01,20,3,114.0,0.7,-0.6395,0.2847
2022,01,20,4,211.0,0.6,0.309,0.5143
2022,01,20,5,76.0,0.6,-0.5822,-0.1452
2022,01,20,6,45.0,1.1,-0.7778,-0.7778
2022,01,20,7,98.0,0.5,-0.4951,0.0696
2022,01,20,8,192.0,0.3,0.0624,0.2934
2022,01,20,9,89.0,0.6,-0.5999,-0.0105
2022,01,20,10,43.0,1.9,-1.2958,-1.3896
2022,01,20,11,24.0,1.3,-0.5288,-1.1876
2022,01,20,12,326.0,1.3,0.727,-1.0777
2022,01,20,13,315.0,1.6,1.1314,-1.1314
2022,01,20,14,248.0,2.2,2.0398,0.8241
2022,01,20,15,222.0,2.1,1.4052,1.5606
2022,01,20,16,200.0,3.4,1.1629,3.195
2022,01,20,17,183.0,2.8,0.1465,2.7962
2022,01,20,18,169.0,2.3,-0.4389,2.2577
2022,01,20,19,164.0,2.4,-0.6615,2.307
2022,01,20,20,170.0,3.3,-0.573,3.2499
2022,01,20,21,166.0,2.1,-0.508,2.0376
2022,01,20,22,189.0,1.2,0.1877,1.1852
2022,01,20,23,220.0,1.9,1.2213,1.4555
2022,01,21,0,64.0,1.1,-0.9887,-0.4822
2022,01,21,1,61.0,1.2,-1.0495,-0.5818
2022,01,21,2,93.0,1.3,-1.2982,0.068
2022,01,21,3,97.0,1.0,-0.9925,0.1219
2022,01,21,4,112.0,0.9,-0.8345,0.3371
2022,01,21,5,77.0,0.8,-0.7795,-0.18
2022,01,21,6,344.0,0.5,0.1378,-0.4806
2022,01,21,7,72.0,1.1,-1.0462,-0.3399
2022,01,21,8,114.0,1.3,-1.1876,0.5288
2022,01,21,9,107.0,0.4,-0.3825,0.1169
2022,01,21,10,40.0,1.1,-0.7071,-0.8426
2022,01,21,11,13.0,1.4,-0.3149,-1.3641
2022,01,21,12,324.0,0.9,0.529,-0.7281
2022,01,21,13,300.0,1.4,1.2124,-0.7
2022,01,21,14,234.0,1.6,1.2944,0.9405
2022,01,21,15,209.0,3.8,1.8423,3.3236
2022,01,21,16,207.0,3.6,1.6344,3.2076
2022,01,21,17,185.0,3.2,0.2789,3.1878
2022,01,21,18,170.0,2.2,-0.382,2.1666
