ano,mes,dia,hora,angulo,intensidade,uwind,vwind
2022,01,12,22,170,4.115552,-0.7147,4.053
2022,01,12,23,170,4.115552,-0.7147,4.053
2022,01,13,00,140,3.601108,-2.3147,2.7586
2022,01,13,01,150,2.57222,-1.2861,2.2276
2022,01,13,02,150,2.057776,-1.0289,1.7821
2022,01,13,09,130,1.543332,-1.1823,0.992
2022,01,13,10,150,1.543332,-0.7717,1.3366
2022,01,13,11,120,2.57222,-2.2276,1.2861
2022,01,13,12,130,3.086664,-2.3645,1.9841
2022,01,13,13,140,4.115552,-2.6454,3.1527
2022,01,13,14,140,3.601108,-2.3147,2.7586
2022,01,13,15,150,4.115552,-2.0578,3.5642
2022,01,13,16,160,6.687772,-2.2874,6.2844
2022,01,13,17,160,6.173328,-2.1114,5.801
2022,01,13,18,160,6.173328,-2.1114,5.801
2022,01,13,19,160,5.6588840000000005,-1.9355,5.3176
2022,01,13,20,160,6.687772,-2.2874,6.2844
2022,01,13,21,160,6.173328,-2.1114,5.801
2022,01,13,22,170,6.173328,-1.072,6.0795
2022,01,13,23,160,4.115552,-1.4076,3.8674
2022,01,14,00,160,3.601108,-1.2317,3.3839
2022,01,14,01,140,2.57222,-1.6534,1.9704
2022,01,14,02,150,1.543332,-0.7717,1.3366
2022,01,14,09,nan,,,
2022,01,14,10,050,1.543332,-1.1823,-0.992
2022,01,14,11,070,1.028888,-0.9668,-0.3519
2022,01,14,12,160,3.601108,-1.2317,3.3839
2022,01,14,13,160,5.14444,-1.7595,4.8342
2022,01,14,14,150,4.115552,-2.0578,3.5642
2022,01,14,15,150,4.629996,-2.315,4.0097
2022,01,14,16,160,5.6588840000000005,-1.9355,5.3176
2022,01,14,17,160,5.14444,-1.7595,4.8342
2022,01,14,18,170,6.173328,-1.072,6.0795
2022,01,14,19,160,6.687772,-2.2874,6.2844
2022,01,14,20,160,6.173328,-2.1114,5.801
2022,01,14,21,170,6.687772,-1.1613,6.5862
2022,01,14,22,170,6.687772,-1.1613,6.5862
2022,01,14,23,170,5.6588840000000005,-0.9827,5.5729
2022,01,15,00,170,5.6588840000000005,-0.9827,5.5729
2022,01,15,01,170,4.115552,-0.7147,4.053
2022,01,15,02,180,2.057776,0.0,2.0578
2022,01,15,09,nan,,,
2022,01,15,10,030,3.086664,-1.5433,-2.6731
2022,01,15,11,350,3.086664,0.536,-3.0398
2022,01,15,12,020,2.057776,-0.7038,-1.9337
2022,01,15,13,140,2.57222,-1.6534,1.9704
2022,01,15,14,160,6.173328,-2.1114,5.801
2022,01,15,15,160,4.629996,-1.5836,4.3508
2022,01,15,16,160,5.14444,-1.7595,4.8342
2022,01,15,17,160,5.6588840000000005,-1.9355,5.3176
2022,01,15,18,160,6.173328,-2.1114,5.801
2022,01,15,19,180,5.14444,0.0,5.1444
2022,01,15,20,180,4.629996,0.0,4.63
2022,01,15,21,160,5.14444,-1.7595,4.8342
2022,01,15,22,180,4.629996,0.0,4.63
2022,01,15,23,190,3.601108,0.6253,3.5464
2022,01,16,00,180,3.601108,0.0,3.6011
2022,01,16,01,nan,,,
2022,01,16,02,000,0.0,-0.0,-0.0
2022,01,16,09,nan,,,
2022,01,16,10,nan,,,
2022,01,16,11,040,1.543332,-0.992,-1.1823
2022,01,16,12,340,1.543332,0.5279,-1.4503
2022,01,16,13,110,1.543332,-1.4503,0.5279
2022,01,16,14,150,3.086664,-1.5433,2.6731
2022,01,16,15,150,4.115552,-2.0578,3.5642
2022,01,16,16,150,5.14444,-2.5722,4.4552
2022,01,16,17,170,5.14444,-0.8933,5.0663
2022,01,16,18,170,5.6588840000000005,-0.9827,5.5729
2022,01,16,19,170,5.14444,-0.8933,5.0663
2022,01,16,20,180,5.14444,0.0,5.1444
2022,01,16,21,190,5.6588840000000005,0.9827,5.5729
2022,01,16,22,162,10.28888,-3.1794,9.7853
2022,01,16,23,220,2.57222,1.6534,1.9704
2022,01,17,00,310,4.629996,3.5468,-2.9761
2022,01,17,01,320,4.115552,2.6454,-3.1527
2022,01,17,02,020,4.115552,-1.4076,-3.8674
2022,01,17,09,030,3.086664,-1.5433,-2.6731
2022,01,17,10,050,2.57222,-1.9704,-1.6534
2022,01,17,11,340,3.086664,1.0557,-2.9005
2022,01,17,12,330,2.57222,1.2861,-2.2276
2022,01,17,13,nan,,,
2022,01,17,14,100,2.057776,-2.0265,0.3573
2022,01,17,15,150,3.601108,-1.8006,3.1187
2022,01,17,16,150,5.14444,-2.5722,4.4552
2022,01,17,17,160,4.629996,-1.5836,4.3508
2022,01,17,18,150,5.6588840000000005,-2.8294,4.9007
2022,01,17,19,170,5.14444,-0.8933,5.0663
2022,01,17,20,160,5.14444,-1.7595,4.8342
2022,01,17,21,180,5.14444,0.0,5.1444
2022,01,17,22,190,3.601108,0.6253,3.5464
2022,01,17,23,120,3.086664,-2.6731,1.5433
2022,01,18,00,160,1.543332,-0.5279,1.4503
2022,01,18,01,140,1.543332,-0.992,1.1823
2022,01,18,02,340,4.115552,1.4076,-3.8674
2022,01,18,09,050,1.543332,-1.1823,-0.992
2022,01,18,10,340,1.543332,0.5279,-1.4503
2022,01,18,11,320,3.086664,1.9841,-2.3645
2022,01,18,12,310,3.086664,2.3645,-1.9841
2022,01,18,13,340,2.057776,0.7038,-1.9337
2022,01,18,14,040,2.057776,-1.3227,-1.5763
2022,01,18,15,150,3.086664,-1.5433,2.6731
2022,01,18,16,160,4.115552,-1.4076,3.8674
2022,01,18,17,160,5.14444,-1.7595,4.8342
2022,01,18,18,150,5.14444,-2.5722,4.4552
2022,01,18,19,160,6.687772,-2.2874,6.2844
2022,01,18,20,190,6.173328,1.072,6.0795
2022,01,18,21,190,6.173328,1.072,6.0795
2022,01,18,22,190,7.71666,1.34,7.5994
2022,01,18,23,200,5.14444,1.7595,4.8342
2022,01,19,00,190,3.601108,0.6253,3.5464
2022,01,19,01,140,3.086664,-1.9841,2.3645
2022,01,19,02,140,3.601108,-2.3147,2.7586
2022,01,19,09,020,2.057776,-0.7038,-1.9337
2022,01,19,10,020,1.543332,-0.5279,-1.4503
2022,01,19,11,360,2.057776,-0.0,-2.0578
2022,01,19,12,330,2.57222,1.2861,-2.2276
2022,01,19,13,130,3.086664,-2.3645,1.9841
2022,01,19,14,150,5.6588840000000005,-2.8294,4.9007
2022,01,19,15,160,6.173328,-2.1114,5.801
2022,01,19,16,170,7.202216,-1.2507,7.0928
2022,01,19,17,170,6.687772,-1.1613,6.5862
2022,01,19,18,180,7.202216,0.0,7.2022
2022,01,19,19,170,5.14444,-0.8933,5.0663
2022,01,19,20,050,2.057776,-1.5763,-1.3227
2022,01,19,21,320,3.086664,1.9841,-2.3645
2022,01,19,22,340,2.57222,0.8798,-2.4171
2022,01,19,23,020,1.543332,-0.5279,-1.4503
2022,01,20,00,110,1.543332,-1.4503,0.5279
2022,01,20,01,160,3.086664,-1.0557,2.9005
2022,01,20,02,170,1.543332,-0.268,1.5199
2022,01,20,09,030,0.514444,-0.2572,-0.4455
2022,01,20,10,020,3.601108,-1.2317,-3.3839
2022,01,20,11,350,2.057776,0.3573,-2.0265
2022,01,20,12,040,1.543332,-0.992,-1.1823
2022,01,20,13,150,3.086664,-1.5433,2.6731
2022,01,20,14,160,5.14444,-1.7595,4.8342
2022,01,20,15,160,5.6588840000000005,-1.9355,5.3176
2022,01,20,16,160,6.173328,-2.1114,5.801
2022,01,20,17,170,6.173328,-1.072,6.0795
2022,01,20,18,170,6.687772,-1.1613,6.5862
2022,01,20,19,170,6.687772,-1.1613,6.5862
2022,01,20,20,170,5.6588840000000005,-0.9827,5.5729
2022,01,20,21,160,5.14444,-1.7595,4.8342
2022,01,20,22,170,4.115552,-0.7147,4.053
2022,01,20,23,170,2.57222,-0.4467,2.5331
2022,01,21,00,160,2.057776,-0.7038,1.9337
2022,01,21,01,170,2.057776,-0.3573,2.0265
2022,01,21,02,170,1.543332,-0.268,1.5199
2022,01,21,09,170,1.543332,-0.268,1.5199
2022,01,21,10,000,0.0,-0.0,-0.0
2022,01,21,11,010,3.601108,-0.6253,-3.5464
2022,01,21,12,030,1.543332,-0.7717,-1.3366
2022,01,21,13,150,4.115552,-2.0578,3.5642
2022,01,21,14,150,5.6588840000000005,-2.8294,4.9007
2022,01,21,15,160,6.173328,-2.1114,5.801
2022,01,21,16,160,6.173328,-2.1114,5.801
2022,01,21,17,160,6.687772,-2.2874,6.2844
2022,01,21,18,160,6.687772,-2.2874,6.2844
2022,01,21,19,170,6.687772,-1.1613,6.5862
2022,01,21,20,180,6.687772,0.0,6.6878
2022,01,21,21,190,5.6588840000000005,0.9827,5.5729
2022,01,21,22,200,6.687772,2.2874,6.2844
2022,01,21,23,190,6.173328,1.072,6.0795
2022,01,22,00,190,3.601108,0.6253,3.5464
2022,01,22,01,160,2.57222,-0.8798,2.4171
2022,01,22,02,170,3.086664,-0.536,3.0398
2022,01,22,09,000,0.0,-0.0,-0.0
2022,01,22,10,090,0.514444,-0.5144,-0.0
2022,01,22,11,340,1.543332,0.5279,-1.4503
2022,01,22,12,340,2.57222,0.8798,-2.4171
2022,01,22,13,320,3.086664,1.9841,-2.3645
2022,01,22,14,120,3.086664,-2.6731,1.5433
2022,01,22,15,160,5.6588840000000005,-1.9355,5.3176
2022,01,22,16,160,6.173328,-2.1114,5.801
2022,01,22,17,170,7.202216,-1.2507,7.0928
2022,01,22,18,180,7.71666,0.0,7.7167
2022,01,22,19,180,7.71666,0.0,7.7167
2022,01,22,20,190,7.202216,1.2507,7.0928
2022,01,22,21,200,5.6588840000000005,1.9355,5.3176
2022,01,22,22,190,4.629996,0.804,4.5597
2022,01,22,23,180,3.086664,0.0,3.0867
2022,01,23,00,150,2.057776,-1.0289,1.7821
2022,01,23,01,130,2.057776,-1.5763,1.3227
2022,01,23,02,120,2.57222,-2.2276,1.2861
2022,01,23,09,020,1.543332,-0.5279,-1.4503
2022,01,23,10,360,2.57222,-0.0,-2.5722
2022,01,23,11,360,1.543332,-0.0,-1.5433
2022,01,23,12,340,2.057776,0.7038,-1.9337
2022,01,23,13,350,2.057776,0.3573,-2.0265
2022,01,23,14,150,2.57222,-1.2861,2.2276
2022,01,23,15,150,4.629996,-2.315,4.0097
2022,01,23,16,150,6.173328,-3.0867,5.3463
2022,01,23,17,160,6.687772,-2.2874,6.2844
2022,01,23,18,170,5.6588840000000005,-0.9827,5.5729
2022,01,23,19,150,5.6588840000000005,-2.8294,4.9007
2022,01,23,20,170,4.629996,-0.804,4.5597
2022,01,23,21,170,4.115552,-0.7147,4.053
2022,01,23,22,190,4.115552,0.7147,4.053
2022,01,23,23,180,3.601108,0.0,3.6011
2022,01,24,00,130,2.57222,-1.9704,1.6534
2022,01,24,01,130,2.057776,-1.5763,1.3227
2022,01,24,02,130,0.514444,-0.3941,0.3307
2022,01,24,09,360,2.57222,-0.0,-2.5722
2022,01,24,10,340,1.543332,0.5279,-1.4503
2022,01,24,11,330,2.57222,1.2861,-2.2276
2022,01,24,12,360,1.543332,-0.0,-1.5433
2022,01,24,13,150,3.086664,-1.5433,2.6731
2022,01,24,14,170,6.173328,-1.072,6.0795
2022,01,24,15,160,6.173328,-2.1114,5.801
2022,01,24,16,160,5.6588840000000005,-1.9355,5.3176
2022,01,24,17,150,5.6588840000000005,-2.8294,4.9007
2022,01,24,18,170,6.687772,-1.1613,6.5862
2022,01,24,19,160,3.601108,-1.2317,3.3839
2022,01,24,20,180,5.14444,0.0,5.1444
2022,01,24,21,190,5.14444,0.8933,5.0663
2022,01,24,22,170,3.086664,-0.536,3.0398
2022,01,24,23,nan,,,
2022,01,25,00,160,1.543332,-0.5279,1.4503
2022,01,25,01,050,1.028888,-0.7882,-0.6614
2022,01,25,02,330,2.057776,1.0289,-1.7821
2022,01,25,09,010,1.028888,-0.1787,-1.0133
2022,01,25,10,010,2.57222,-0.4467,-2.5331
2022,01,25,11,330,2.57222,1.2861,-2.2276
2022,01,25,12,nan,,,
2022,01,25,13,150,3.601108,-1.8006,3.1187
2022,01,25,14,160,3.601108,-1.2317,3.3839
2022,01,25,15,160,4.629996,-1.5836,4.3508
2022,01,25,16,160,5.14444,-1.7595,4.8342
2022,01,25,17,150,6.173328,-3.0867,5.3463
2022,01,25,18,150,4.629996,-2.315,4.0097
2022,01,25,19,130,6.173328,-4.729,3.9681
2022,01,25,20,140,4.115552,-2.6454,3.1527
2022,01,25,21,160,2.57222,-0.8798,2.4171
2022,01,25,22,130,4.115552,-3.1527,2.6454
2022,01,25,23,100,5.14444,-5.0663,0.8933
2022,01,26,00,100,4.629996,-4.5597,0.804
2022,01,26,01,080,4.115552,-4.053,-0.7147
2022,01,26,02,080,3.601108,-3.5464,-0.6253
2022,01,26,09,000,0.0,-0.0,-0.0
2022,01,26,10,261,0.0,0.0,0.0
2022,01,26,11,330,2.57222,1.2861,-2.2276
2022,01,26,12,320,2.57222,1.6534,-1.9704
2022,01,26,13,340,3.086664,1.0557,-2.9005
2022,01,26,14,300,2.57222,2.2276,-1.2861
2022,01,26,15,150,3.086664,-1.5433,2.6731
2022,01,26,16,160,5.14444,-1.7595,4.8342
2022,01,26,17,160,5.14444,-1.7595,4.8342
2022,01,26,18,160,4.115552,-1.4076,3.8674
2022,01,26,19,180,5.14444,0.0,5.1444
2022,01,26,20,190,5.14444,0.8933,5.0663
2022,01,26,21,190,4.629996,0.804,4.5597
2022,01,26,22,180,4.115552,0.0,4.1156
2022,01,26,23,140,1.028888,-0.6614,0.7882
2022,01,27,00,000,0.0,-0.0,-0.0
2022,01,27,01,340,2.057776,0.7038,-1.9337
2022,01,27,02,330,2.057776,1.0289,-1.7821
2022,01,27,09,320,6.173328,3.9681,-4.729
2022,01,27,10,310,4.629996,3.5468,-2.9761
2022,01,27,11,310,5.6588840000000005,4.335,-3.6375
2022,01,27,12,330,6.173328,3.0867,-5.3463
2022,01,27,13,340,5.6588840000000005,1.9355,-5.3176
2022,01,27,14,330,7.202216,3.6011,-6.2373
2022,01,27,15,340,6.173328,2.1114,-5.801
2022,01,27,16,310,5.6588840000000005,4.335,-3.6375
2022,01,27,17,150,3.601108,-1.8006,3.1187
2022,01,27,18,160,6.687772,-2.2874,6.2844
2022,01,27,19,170,6.173328,-1.072,6.0795
2022,01,27,20,160,6.173328,-2.1114,5.801
2022,01,27,21,170,5.14444,-0.8933,5.0663
2022,01,27,22,170,5.14444,-0.8933,5.0663
2022,01,27,23,180,4.115552,0.0,4.1156
2022,01,28,00,160,1.543332,-0.5279,1.4503
2022,01,28,01,160,2.57222,-0.8798,2.4171
2022,01,28,02,nan,,,
2022,01,28,09,150,5.14444,-2.5722,4.4552
2022,01,28,10,150,5.14444,-2.5722,4.4552
2022,01,28,11,140,3.086664,-1.9841,2.3645
2022,01,28,12,090,1.543332,-1.5433,-0.0
2022,01,28,13,120,2.57222,-2.2276,1.2861
2022,01,28,14,170,6.173328,-1.072,6.0795
2022,01,28,15,160,6.687772,-2.2874,6.2844
2022,01,28,16,160,8.231104,-2.8152,7.7347
2022,01,28,17,160,7.71666,-2.6393,7.2513
2022,01,28,18,170,7.202216,-1.2507,7.0928
2022,01,28,19,180,5.14444,0.0,5.1444
2022,01,28,20,120,3.601108,-3.1187,1.8006
2022,01,28,21,180,3.086664,0.0,3.0867
2022,01,28,22,020,4.115552,-1.4076,-3.8674
2022,01,28,23,nan,,,
2022,01,29,00,090,1.543332,-1.5433,-0.0
2022,01,29,01,nan,,,
2022,01,29,02,360,3.086664,-0.0,-3.0867
2022,01,29,09,350,2.57222,0.4467,-2.5331
2022,01,29,10,040,2.057776,-1.3227,-1.5763
2022,01,29,11,110,1.543332,-1.4503,0.5279
2022,01,29,12,140,1.028888,-0.6614,0.7882
2022,01,29,13,360,3.086664,-0.0,-3.0867
2022,01,29,14,030,3.086664,-1.5433,-2.6731
2022,01,29,15,160,6.173328,-2.1114,5.801
2022,01,29,16,150,7.71666,-3.8583,6.6828
2022,01,29,17,160,8.231104,-2.8152,7.7347
2022,01,29,18,170,7.71666,-1.34,7.5994
2022,01,29,19,150,3.086664,-1.5433,2.6731
2022,01,29,20,140,1.543332,-0.992,1.1823
2022,01,29,21,000,0.0,-0.0,-0.0
2022,01,29,22,000,0.0,-0.0,-0.0
2022,01,29,23,040,4.115552,-2.6454,-3.1527
2022,01,30,00,070,1.543332,-1.4503,-0.5279
2022,01,30,01,210,2.57222,1.2861,2.2276
2022,01,30,02,260,2.57222,2.5331,0.4467
2022,01,30,09,330,2.057776,1.0289,-1.7821
2022,01,30,10,320,2.57222,1.6534,-1.9704
2022,01,30,11,330,2.057776,1.0289,-1.7821
