uwind_sbgl,vwind_sbgl,uwind_sbrj,vwind_sbrj,uwind_niteroi,vwind_niteroi
0.94,0.08,1.79,0.34,1.24,0.099999994
0.77,0.02,1.5999999,0.31,1.05,-0.01
0.89,-0.089999996,1.76,0.13,1.4499999,-0.11
1.11,-0.17999999,2.07,0.0,1.68,-0.13
1.28,0.01,2.35,0.32999998,1.73,-0.01
1.5899999,0.37,2.78,0.76,1.8499999,0.35999998
1.28,0.12,2.29,0.38,1.41,0.19999999
1.0,-0.32,2.02,-0.17,1.22,-0.31
1.05,-0.25,2.09,-0.02,1.4,-0.26999998
1.4399999,-0.47,2.55,-0.07,1.53,-0.39
1.61,-0.38,2.6499999,0.12,1.87,-0.34
1.9399999,0.42,2.8899999,0.95,2.1,0.31
2.03,0.96999997,2.9299998,1.2099999,2.21,0.85999995
1.6999999,1.26,2.6299999,1.38,2.08,1.1
1.39,1.54,2.4199998,1.8299999,1.79,1.29
1.54,2.04,2.47,2.49,1.87,1.75
1.67,2.48,2.54,3.02,1.87,2.29
2.0,2.71,2.77,3.5,2.07,2.62
1.75,2.47,2.3799999,3.36,2.05,2.47
1.75,3.01,2.3,4.06,1.77,2.85
1.5,1.9399999,2.3999999,2.74,1.5899999,1.76
1.67,2.08,2.69,2.97,1.4599999,1.88
1.9699999,2.48,2.87,3.3999999,1.93,2.44
1.6899999,1.6899999,2.2,2.37,1.8499999,1.92
1.89,0.55,1.8399999,1.37,2.06,0.88
3.23,2.76,2.97,4.63,2.84,2.1399999
2.56,4.46,2.3899999,5.74,2.87,4.75
1.99,3.1499999,2.57,4.39,2.21,3.52
2.6499999,2.8899999,3.4499998,4.2999997,2.58,2.83
3.1599998,3.0,4.0299997,4.42,2.98,2.8999999
2.6799998,2.74,3.4199998,3.76,2.83,2.72
2.6299999,2.81,3.3799999,3.87,2.81,2.9299998
2.9099998,2.09,3.78,3.12,2.99,1.99
2.9199998,1.86,3.9599998,3.1299999,2.9299998,1.49
3.06,2.07,4.14,3.04,3.21,1.8299999
3.6699998,3.24,4.85,4.0699997,3.8999999,3.1299999
4.2999997,4.0299997,5.52,4.66,4.43,3.97
4.52,4.13,5.75,4.56,4.75,4.13
4.62,4.0299997,5.94,4.44,4.85,4.0
4.5499997,3.8899999,5.95,4.2,4.79,3.84
4.56,3.75,6.0499997,4.0899997,4.85,3.77
4.42,3.55,5.91,3.8999999,4.72,3.53
4.1,2.99,5.56,3.27,4.38,3.02
2.99,1.4499999,4.5,1.91,3.3799999,1.64
1.68,0.42999998,3.1399999,1.0699999,2.0,0.42
1.39,-0.17,2.82,0.45,1.63,-0.24
1.35,-0.39999998,2.81,0.25,1.41,-0.51
1.1899999,-0.21,2.6,0.65,1.23,-0.29
1.41,0.17999999,2.8999999,1.1899999,1.53,0.19
1.65,0.44,3.1999998,1.4599999,2.08,0.45999998
2.08,0.59999996,3.6999998,1.5899999,2.47,0.66999996
1.99,0.38,3.6,1.24,2.2,0.31
1.86,0.16,3.3999999,0.91999996,1.99,0.049999997
1.99,0.07,3.57,0.79999995,2.22,0.049999997
1.75,-0.03,3.22,0.59,1.92,-0.07
1.7099999,-0.11,3.11,0.45999998,1.9,-0.14999999
1.35,-0.17,2.59,0.35999998,1.86,-0.26999998
1.87,-0.45999998,3.22,0.26,2.25,-0.45999998
3.23,0.42999998,4.52,1.16,3.48,0.45
3.8999999,1.52,5.0299997,2.07,4.0299997,1.51
3.82,1.9399999,4.8599997,2.4299998,3.86,1.91
3.56,2.35,4.7,2.74,3.6899998,2.32
3.6,2.62,4.8199997,2.9399998,3.7099998,2.59
3.6499999,2.8899999,4.88,3.26,3.73,2.77
3.59,3.06,4.8399997,3.4499998,3.6699998,2.9099998
3.48,3.1,4.7599998,3.53,3.56,2.96
2.9299998,2.69,4.21,3.1999998,3.08,2.6599998
2.0,1.68,3.1899998,2.34,2.24,1.75
0.94,0.48,1.8399999,1.03,1.54,0.71
0.68,0.049999997,1.48,0.58,0.79999995,0.06
0.55,-0.11,1.26,0.34,0.62,-0.14
0.53999996,-0.19999999,1.24,0.17,0.57,-0.25
0.69,-0.29,1.4399999,0.02,0.69,-0.32999998
0.79999995,-0.35,1.5899999,-0.04,0.77,-0.37
0.71999997,-0.32999998,1.52,0.02,0.75,-0.32999998
0.72999996,-0.21,1.5899999,0.19,0.78999996,-0.22
0.7,-0.16,1.5899999,0.26999998,0.84,-0.17
0.66999996,-0.22,1.56,0.21,0.77,-0.22999999
0.69,-0.32999998,1.5699999,0.07,0.7,-0.32
0.62,-0.39,1.49,0.0,0.65999997,-0.39
0.59999996,-0.53,1.4399999,-0.26999998,0.93,-0.76
1.23,-0.91999996,2.2,-0.45,1.29,-0.95
1.41,-0.71,2.4299998,-0.35999998,1.61,-0.7
2.37,0.099999994,3.34,0.44,2.48,0.07
2.6,0.84999996,3.4399998,1.04,2.6299999,0.77
2.4099998,1.51,3.3799999,1.56,2.48,1.37
2.29,1.8499999,3.24,1.9399999,2.36,1.7099999
2.07,2.24,3.03,2.45,2.1699998,2.12
1.9699999,2.23,2.97,2.49,2.1299999,2.1499999
1.9499999,2.02,2.9399998,2.26,2.1299999,1.93
1.8399999,1.67,2.8,1.9699999,2.09,1.5899999
1.4499999,0.82,2.34,1.16,1.8,0.83
0.52,-0.01,1.2099999,0.28,0.98999995,-0.04
0.42999998,-0.29,1.09,0.01,0.90999997,-0.53
0.37,-0.35,1.01,0.04,0.83,-0.61
0.34,-0.35999998,0.93,0.06,0.78999996,-0.62
0.37,-0.35,0.94,0.03,0.78999996,-0.62
0.39,-0.42,0.95,-0.13,0.76,-0.7
0.47,-0.51,1.04,-0.29999998,0.72999996,-0.74
0.47,-0.48,1.03,-0.29999998,0.71,-0.71
0.44,-0.39,1.02,-0.24,0.71999997,-0.63
0.42,-0.32,1.0,-0.17999999,0.77,-0.55
0.41,-0.31,0.96,-0.19,0.78,-0.48999998
0.41,-0.35999998,0.90999997,-0.22,0.78,-0.44
0.35999998,-0.47,0.85999995,-0.35999998,0.59,-0.56
0.93,-1.26,1.5699999,-1.04,0.84999996,-1.16
0.78999996,-1.18,1.39,-1.17,0.78999996,-1.0799999
1.03,-0.63,1.7199999,-0.9,1.11,-0.58
0.7,-0.14999999,1.37,-0.47,0.79999995,-0.13
0.71,0.19999999,1.4499999,-0.26,0.59,0.28
0.45,0.71999997,1.0699999,0.17999999,0.41,0.78
0.19,1.12,0.76,0.65999997,0.19999999,1.14
0.01,1.3399999,0.59,0.97999996,0.06,1.3199999
-0.19,1.25,0.32,0.96,-0.04,1.22
-0.39,1.26,0.04,1.14,-0.06,1.1999999
-0.28,0.83,0.03,0.95,-0.03,0.75
-0.31,0.24,-0.45,0.44,-0.29999998,0.25
-0.35999998,0.11,-0.59,0.35,-0.35,0.11
-0.45,-0.02,-0.81,0.25,-0.44,-0.02
-0.55,-0.12,-1.02,0.13,-0.53999996,-0.11
-0.53999996,-0.19999999,-1.09,-0.03,-0.55,-0.19999999
-0.42999998,-0.26,-1.01,-0.19999999,-0.48,-0.28
-0.14999999,-0.29999998,-0.7,-0.35,-0.26,-0.32
0.02,-0.24,-0.41,-0.41,-0.089999996,-0.28
0.099999994,-0.22999999,-0.24,-0.45,0.0,-0.26999998
0.14,-0.24,-0.099999994,-0.44,0.06,-0.26
0.17999999,-0.26999998,0.02,-0.45,0.11,-0.26999998
0.25,-0.37,0.14,-0.48999998,0.17,-0.35
0.24,-0.45999998,0.089999996,-0.59,0.16,-0.45999998
0.81,-1.17,0.88,-1.15,0.58,-1.0699999
0.48,-1.03,0.53,-1.1,0.35,-0.91999996
-0.14999999,-0.77,-0.17999999,-1.11,-0.22,-0.59
-0.71,-0.39,-0.78999996,-0.89,-0.69,-0.17
-1.11,0.07,-1.26,-0.32,-1.03,0.28
-1.42,0.7,-1.65,0.51,-1.3399999,0.79999995
-1.77,1.12,-2.04,1.1,-1.64,1.1
-2.11,1.4,-2.44,1.4499999,-1.9499999,1.29
-2.3,1.51,-2.7,1.5,-2.2,1.4399999
-2.29,1.5999999,-2.83,1.66,-2.1699998,1.4599999
-1.38,0.91999996,-2.08,1.23,-1.43,0.85999995
-0.83,0.42,-1.5699999,0.59999996,-0.9,0.38
-0.71,0.22,-1.41,0.29,-0.77,0.16
-0.57,0.07,-1.1999999,0.06,-0.56,0.0
-0.5,-0.04,-1.1,-0.08,-0.45999998,-0.08
-0.32999998,-0.14999999,-0.88,-0.22999999,-0.34,-0.14999999
-0.07,-0.17999999,-0.48,-0.31,-0.14999999,-0.17999999
0.08,-0.17999999,-0.19999999,-0.31,0.02,-0.19
0.17,-0.19999999,0.02,-0.31,0.12,-0.21
0.24,-0.24,0.22999999,-0.34,0.17999999,-0.24
0.28,-0.26999998,0.39999998,-0.34,0.22999999,-0.26999998
0.28,-0.29,0.47,-0.26999998,0.24,-0.31
0.32,-0.38,0.55,-0.22,0.55,-0.39
0.78999996,-1.06,1.13,-0.94,0.76,-1.03
0.88,-1.15,1.2099999,-0.97999996,0.79999995,-1.0699999
0.78,-1.12,1.09,-1.03,0.82,-0.96999997
0.69,-0.84999996,1.0699999,-0.91999996,0.83,-0.65999997
0.66999996,-0.24,1.1,-0.45999998,0.82,-0.049999997
0.84999996,0.74,1.42,0.64,0.96,0.78999996
0.91999996,1.52,1.51,1.67,1.01,1.48
0.66999996,2.25,1.24,2.55,0.82,2.1
0.39999998,2.78,0.96,3.1899998,0.59,2.55
0.26999998,3.03,0.85999995,3.47,0.42999998,2.78
0.41,2.9099998,1.04,3.3799999,0.52,2.6299999
0.39999998,1.8399999,0.90999997,2.47,0.47,1.67
0.35,0.72999996,0.79999995,1.27,0.39999998,0.74
0.37,0.42,0.82,0.84999996,0.75,0.71999997
0.48999998,0.17999999,0.96999997,0.53999996,0.97999996,0.37
0.52,-0.03,1.03,0.25,0.96999997,0.03
0.5,-0.16,1.05,0.04,0.9,-0.14999999
0.39,-0.19999999,0.96,0.01,0.76,-0.29
0.37,-0.19,0.96,0.06,0.72999996,-0.24
0.38,-0.19999999,0.96999997,0.049999997,0.76,-0.24
0.39999998,-0.22,0.97999996,-0.01,0.38,-0.19
0.42999998,-0.28,1.02,-0.13,0.39,-0.22999999
0.35,-0.24,0.91999996,-0.11,0.38,-0.21
0.44,-0.29,1.03,-0.14,0.42,-0.22999999
0.25,-0.29999998,0.68,-0.19,0.24,-0.29
0.61,-1.03,1.1,-0.79999995,0.59,-0.97999996
0.39999998,-0.84999996,0.87,-0.68,0.57,-0.79999995
0.82,-0.19999999,1.4,0.03,0.96,-0.14999999
0.84,0.13,1.36,0.39999998,0.91999996,0.21
0.53999996,0.48999998,0.96999997,0.72999996,0.63,0.61
0.06,1.0799999,0.37,1.42,0.29,1.1
-0.44,1.7099999,-0.26999998,2.1599998,-0.07,1.61
-0.81,2.22,-0.74,2.77,-0.51,2.09
-0.91999996,2.5,-0.9,3.1999998,-0.81,2.31
-1.16,2.57,-1.24,3.1999998,-1.01,2.36
-1.14,1.74,-1.4599999,2.31,-1.1,1.5899999
-0.72999996,0.64,-1.23,0.95,-0.90999997,0.59999996
-0.55,0.35,-1.06,0.47,-0.71999997,0.29999998
-0.45999998,0.17,-0.95,0.17,-0.63,0.11
-0.37,0.04,-0.88,-0.06,-0.57,-0.02
-0.32999998,-0.12,-0.81,-0.34,-0.55,-0.21
-0.29,-0.16,-0.76,-0.37,-0.52,-0.24
-0.22999999,-0.19,-0.72999996,-0.45999998,-0.42999998,-0.21
-0.12,-0.29,-0.61,-0.61,-0.29999998,-0.31
-0.049999997,-0.26999998,-0.5,-0.58,-0.14,-0.25
-0.02,-0.35,-0.44,-0.59999996,-0.11,-0.37
0.06,-0.38,-0.29999998,-0.52,-0.049999997,-0.41
0.089999996,-0.22,-0.22999999,-0.24,0.04,-0.22999999
0.13,-0.26,-0.19999999,0.22999999,0.01,-0.29
0.19,-0.42,-0.089999996,0.11,-0.07,-0.26
-0.45,-0.74,-0.9,-0.51,-0.42,-0.53
-0.48,-0.94,-0.91999996,-0.94,-0.42,-0.71999997
-0.53999996,-1.23,-0.95,-1.36,-0.42,-0.96
-0.35999998,-1.23,-0.7,-1.38,-0.26,-0.96999997
-0.04,-0.75,-0.35999998,-0.75,0.049999997,-0.5
0.099999994,-0.39,-0.29,-0.06,0.14,-0.16
0.17999999,-0.16,-0.35,0.29999998,0.099999994,-0.02
-0.61,0.31,-1.0799999,0.65999997,-0.62,0.29999998
-1.5999999,1.17,-2.2,1.42,-1.62,0.96999997
-1.24,0.85999995,-2.08,1.11,-1.3299999,0.66999996
-0.51,0.17,-1.0,0.21,-0.53999996,0.099999994
-0.65999997,0.089999996,-1.25,0.11,-0.82,0.02
-0.84,-0.06,-1.51,-0.099999994,-1.12,-0.14
-0.85999995,-0.24,-1.5999999,-0.34,-1.15,-0.34
-0.65999997,-0.32999998,-1.4,-0.41,-0.91999996,-0.42999998
-0.45,-0.24,-1.16,-0.26999998,-0.72999996,-0.32999998
-0.35999998,-0.19,-1.06,-0.16,-0.56,-0.26
-0.29999998,-0.31,-0.97999996,-0.22999999,-0.47,-0.37
-0.22999999,-0.42999998,-0.88,-0.31,-0.35,-0.48999998
-0.11,-0.63,-0.65,-0.53,-0.25,-0.68
0.08,-0.81,-0.29999998,-0.75,-0.089999996,-0.84
0.19999999,-0.94,-0.03,-0.94,0.04,-0.96
0.22999999,-1.11,0.089999996,-1.22,-0.03,-1.4699999
0.48,-2.1599998,0.45999998,-2.3799999,0.22,-2.1299999
0.24,-2.3999999,0.17999999,-2.6799998,0.11,-2.25
-0.07,-2.53,-0.14999999,-2.96,-0.049999997,-2.46
0.01,-2.71,-0.07,-3.23,0.04,-2.73
0.37,-3.1399999,0.41,-3.74,0.39,-3.0
0.48,-3.36,0.59,-3.6599998,0.56,-3.07
0.88,-3.46,0.9,-3.4299998,0.89,-3.1899998
0.96,-3.11,0.77,-3.1999998,1.0799999,-3.06
0.45999998,-2.59,0.03,-2.9199998,0.44,-2.6299999
-0.44,-1.02,-0.91999996,-1.1899999,-0.82,-0.96
-0.39999998,0.17,-0.88,0.31,-0.98999995,0.16
-0.02,0.12,-0.25,0.29999998,-0.29999998,0.11
0.11,0.29,0.16,1.05,-0.17999999,0.16
1.4,1.79,1.87,3.5,0.82,1.09
1.9499999,2.96,2.22,4.2799997,2.18,2.97
1.74,1.87,2.45,2.8899999,1.99,2.3999999
1.16,0.55,1.9499999,1.36,1.41,0.68
0.47,-0.11,1.0799999,0.35999998,0.63,-0.16
0.28,-0.26999998,0.82,0.01,0.32999998,-0.29
0.24,-0.28,0.7,-0.14,0.29999998,-0.29
0.29,-0.25,0.72999996,-0.19,0.29,-0.26999998
0.22999999,-0.24,0.64,-0.22999999,0.26999998,-0.22999999
0.25,-0.14,0.7,-0.08,0.26999998,-0.14
0.26999998,-0.14999999,0.68,-0.16,0.29,-0.13
0.77,-0.53999996,1.31,-0.44,0.72999996,-0.47
0.48,-0.26999998,1.0699999,-0.31,0.59,-0.24
0.42,0.48999998,0.97999996,0.47,0.62,0.5
-0.04,1.53,0.22,1.81,0.07,1.4499999
-0.26,2.04,-0.21,2.4199998,-0.14999999,1.91
-0.69,2.58,-0.85999995,2.98,-0.59,2.33
-1.48,2.76,-1.87,3.1899998,-1.26,2.54
-2.1699998,2.86,-2.6799998,3.22,-1.92,2.51
-2.56,2.57,-3.1899998,3.02,-2.3899999,2.34
-2.57,2.22,-3.29,2.61,-2.47,2.02
-1.91,1.42,-2.6799998,1.8,-1.9399999,1.29
-1.8299999,1.18,-2.79,1.6899999,-1.91,1.06
-1.9599999,0.9,-2.9199998,1.29,-1.9799999,0.83
-1.8499999,0.52,-2.8,0.71999997,-1.81,0.45
-1.7099999,0.22999999,-2.62,0.26999998,-1.63,0.17999999
-1.4599999,0.07,-2.32,-0.01,-1.4599999,0.03
-1.24,0.01,-2.07,-0.099999994,-1.36,-0.02
-1.04,0.08,-1.87,0.0,-1.23,0.049999997
-1.04,0.22999999,-1.87,0.17,-1.25,0.19999999
-0.84999996,0.22,-1.73,0.22,-1.01,0.22
-0.95,0.19999999,-1.87,0.099999994,-1.0799999,0.17
-0.87,0.03,-1.81,-0.11,-1.01,-0.01
-0.77,-0.14999999,-1.6999999,-0.37,-0.93,-0.19
-0.5,-0.34,-1.3,-0.68,-0.59,-0.38
-1.0,-0.63,-1.79,-1.14,-1.17,-0.74
-1.5999999,-0.71999997,-2.4199998,-1.25,-1.8,-0.78
-2.5,-0.71,-3.49,-1.35,-2.6799998,-0.71999997
-2.87,-0.78999996,-3.73,-1.3,-2.9399998,-0.78999996
-2.6399999,-0.01,-3.53,-0.5,-2.7,-0.14
-2.4199998,0.45999998,-3.48,0.03,-2.37,0.42999998
-2.45,0.71,-3.6,0.47,-2.3899999,0.7
-2.6699998,0.98999995,-3.76,0.85999995,-2.81,1.04
-3.24,0.58,-4.33,0.56,-3.4199998,0.61
-3.52,0.47,-4.88,0.31,-3.5,0.39999998
-2.87,0.34,-4.43,0.14999999,-2.85,0.29999998
-2.31,0.0,-3.9599998,-0.29999998,-2.34,-0.01
-2.21,-0.17999999,-3.81,-0.58,-2.29,-0.19
-1.9,-0.24,-3.35,-0.64,-2.1599998,-0.28
-1.4,-0.17,-2.6799998,-0.48999998,-1.87,-0.25
-1.0,-0.19,-2.18,-0.48,-1.56,-0.31
-0.66999996,-0.29999998,-1.76,-0.64,-1.1999999,-0.45999998
-0.42999998,-0.24,-1.39,-0.56,-0.84999996,-0.38
-0.37,-0.16,-1.28,-0.42,-0.62,-0.22999999
-0.35999998,-0.22,-1.24,-0.44,-0.52,-0.24
-0.28,-0.32999998,-1.1,-0.55,-0.44,-0.35
-0.17999999,-0.38,-0.91999996,-0.59999996,-0.29999998,-0.39999998
-0.17999999,-0.42999998,-0.88,-0.63,-0.28,-0.44
-0.089999996,-0.48999998,-0.68,-0.53999996,-0.21,-0.45999998
-0.26,-1.18,-0.96,-1.04,-0.53999996,-0.89
-0.35,-0.97999996,-1.04,-0.94,-0.59,-0.79999995
-0.45999998,-1.11,-1.15,-1.23,-0.62,-0.91999996
-0.78,-1.17,-1.48,-1.39,-0.78999996,-0.87
-1.25,-0.97999996,-1.9599999,-1.17,-1.24,-0.68
-1.62,-0.53,-2.35,-0.65,-1.67,-0.32999998
-1.9399999,-0.089999996,-2.75,-0.21,-1.9699999,0.02
-2.35,0.24,-3.22,0.12,-2.34,0.24
-2.7,0.35,-3.6299999,0.16,-2.69,0.29999998
-2.87,0.45,-4.0099998,0.17,-2.8799999,0.37
-2.11,0.25,-3.4399998,0.049999997,-2.28,0.19999999
-1.52,0.07,-2.74,-0.16,-1.8,-0.03
-1.29,0.0,-2.3999999,-0.29999998,-1.66,-0.08
-1.02,-0.049999997,-2.02,-0.35,-1.4399999,-0.14
-0.81,-0.08,-1.75,-0.29,-1.2099999,-0.17
-0.58,-0.08,-1.49,-0.21,-0.94,-0.12
-0.47,-0.11,-1.39,-0.22999999,-0.83,-0.11
-0.45,-0.14999999,-1.36,-0.26999998,-1.11,-0.16
-0.35,-0.21,-1.17,-0.32999998,-0.96999997,-0.22999999
-0.22,-0.32,-0.93,-0.39999998,-0.79999995,-0.29
-0.12,-0.41,-0.72999996,-0.47,-0.68,-0.37
-0.03,-0.53,-0.58,-0.5,-0.57,-0.44
0.02,-0.53,-0.45,-0.45,-0.47,-0.39
-0.11,-0.55,-0.61,-0.63,-0.66999996,-0.53
-0.08,-1.1999999,-0.63,-1.09,-0.59999996,-0.87
-0.34,-1.0799999,-0.97999996,-1.1,-0.62,-0.90999997
-0.52,-1.55,-1.23,-1.89,-0.53999996,-1.24
-0.42,-1.99,-0.93,-2.31,-0.53999996,-1.79
-0.11,-1.74,-0.45,-1.5999999,-0.22999999,-1.4699999
0.04,-1.43,-0.26,-0.84999996,-0.02,-0.98999995
-0.32999998,-1.36,-0.74,-0.65999997,-0.25,-0.72999996
-0.81,-1.39,-1.3299999,-0.79999995,-0.79999995,-0.64
-1.22,-1.1899999,-1.8199999,-0.74,-1.36,-0.51
-1.79,-0.31,-2.6399999,0.01,-2.06,0.089999996
-1.77,0.55,-2.8899999,0.78,-1.9699999,0.48
-1.8199999,0.35999998,-2.98,0.35999998,-1.8299999,0.35
-1.89,-0.13,-3.08,-0.32999998,-2.06,-0.19999999
-1.5,-0.44,-2.53,-0.78,-1.9699999,-0.58
-1.05,-0.53999996,-1.91,-0.9,-1.68,-0.78
-0.61,-0.51,-1.37,-0.85999995,-1.16,-0.78999996
-0.38,-0.39999998,-1.0699999,-0.72999996,-0.72999996,-0.59
-0.24,-0.41,-0.84,-0.62,-0.48,-0.48999998
-0.14,-0.5,-0.69,-0.57,-0.35999998,-0.53999996
-0.04,-0.59,-0.55,-0.58,-0.26,-0.61
0.03,-0.68,-0.41,-0.64,-0.19,-0.66999996
0.12,-0.71,-0.24,-0.65999997,-0.12,-0.69
0.17,-0.71999997,-0.13,-0.65999997,-0.07,-0.68
0.26,-0.84,0.02,-0.77,0.02,-0.74
0.45999998,-1.4699999,0.19999999,-1.3399999,-0.01,-1.0699999
0.01,-1.43,-0.42999998,-1.3399999,-0.35999998,-1.1
-0.19,-1.63,-0.68,-1.75,-0.34,-1.3299999
-0.17999999,-1.9699999,-0.64,-2.28,-0.19,-1.61
-0.12,-2.24,-0.53,-2.57,-0.089999996,-1.7199999
0.049999997,-2.55,-0.32,-2.74,-0.01,-1.93
-0.049999997,-2.48,-0.41,-2.53,-0.16,-1.88
-0.32,-2.2,-0.78,-2.18,-0.47,-1.5999999
-0.63,-1.7199999,-1.18,-1.75,-0.89,-1.1
-1.25,-0.83,-1.8299999,-0.89,-1.54,-0.35
-1.03,0.32999998,-1.78,0.29999998,-1.29,0.26999998
-1.18,0.19,-1.9699999,0.08,-1.42,0.03
-0.95,-0.04,-1.64,-0.17999999,-1.22,-0.16
-0.56,-0.17,-1.16,-0.29999998,-0.78,-0.26
-0.31,-0.17999999,-0.82,-0.31,-0.38,-0.19999999
-0.089999996,-0.13,-0.45,-0.22999999,-0.14,-0.11
0.03,-0.17,-0.22999999,-0.22,-0.049999997,-0.16
0.07,-0.26,-0.13,-0.24,-0.049999997,-0.22999999
0.089999996,-0.34,-0.089999996,-0.29999998,-0.099999994,-0.29999998
0.07,-0.45999998,-0.13,-0.45999998,-0.14,-0.41
0.03,-0.59999996,-0.22,-0.63,-0.17999999,-0.53
0.03,-0.65999997,-0.21,-0.65999997,-0.17999999,-0.59999996
0.11,-0.55,-0.08,-0.5,-0.08,-0.48999998
0.21,-0.39999998,0.08,-0.26,-0.06,-0.16
0.65999997,-0.74,0.64,-0.41,0.31,-0.41
0.64,-1.24,0.64,-1.09,0.34,-0.84
0.42999998,-1.31,0.39,-1.37,0.28,-0.97999996
0.61,-1.26,0.63,-1.39,0.62,-0.91999996
1.1899999,-0.7,1.38,-0.84,1.18,-0.38
2.4199998,1.39,3.02,1.55,2.1699998,1.22
3.33,3.75,4.2599998,4.0899997,3.1,3.33
3.33,4.23,4.12,4.45,3.33,4.14
2.95,4.11,3.74,4.46,2.99,3.9599998
2.71,3.61,3.5,4.1,2.7,3.4199998
2.53,2.6399999,3.3899999,3.27,2.36,2.4199998
1.8199999,1.52,2.74,2.19,1.68,1.27
1.75,1.42,2.57,2.32,1.53,1.18
1.38,0.91999996,2.01,1.56,1.52,0.78
0.98999995,0.41,1.3199999,1.01,1.2099999,0.42
0.78,0.17,0.84999996,0.76,0.96999997,0.19999999
0.87,0.24,0.79999995,0.57,1.09,0.17
1.0,0.19999999,0.96999997,0.32,1.1899999,0.17
1.0,0.14,0.93,0.32,1.11,0.089999996
0.71999997,0.39,0.55,0.83,0.76,0.35999998
0.11,0.78,-0.17999999,1.42,0.26,0.64
0.03,0.93,-0.14,1.64,0.12,0.76
0.02,1.01,-0.21,1.7099999,0.099999994,0.90999997
-0.04,0.69,-0.59,1.25,-0.099999994,0.62
-0.089999996,0.52,-0.66999996,0.98999995,-0.14999999,0.68
-0.35,0.63,-1.11,1.3,-0.24,0.66999996
-0.57,1.12,-1.5,2.1299999,-0.57,1.05
-0.58,1.66,-1.63,2.6399999,-0.59999996,1.55
-1.52,2.34,-2.72,3.32,-1.4399999,2.3899999
-2.21,2.4199998,-3.4199998,3.85,-2.28,2.27
-2.6299999,3.25,-4.02,4.2999997,-2.58,2.8799999
-2.32,2.3899999,-3.78,3.03,-2.1699998,2.35
-2.26,1.87,-3.54,2.49,-2.05,1.92
-2.61,1.66,-3.74,2.1499999,-2.2,1.62
-2.4099998,1.4699999,-3.47,2.02,-2.18,1.29
-1.4399999,1.0699999,-2.34,1.3299999,-1.61,1.12
-1.68,0.57,-2.6399999,0.64,-1.7199999,0.53999996
-1.9399999,0.049999997,-2.9299998,-0.02,-1.91,-0.02
-0.96,-0.02,-1.8199999,-0.19,-1.25,-0.13
-0.7,-0.17,-1.5999999,-0.45,-0.84999996,-0.16
-0.04,-0.19999999,-0.76,-0.45,-0.17999999,-0.16
0.06,-0.19999999,-0.53,-0.37,-0.089999996,-0.22
0.12,-0.28,-0.42,-0.5,0.02,-0.26
0.17,-0.41,-0.29999998,-0.59999996,0.099999994,-0.37
0.19,-0.42,-0.17999999,-0.59,0.13,-0.35999998
0.17999999,-0.32999998,-0.06,-0.55,0.14,-0.26999998
0.16,-0.28,0.06,-0.53,0.13,-0.22999999
0.049999997,-0.42999998,-0.19999999,-0.62,0.03,-0.35999998
-0.19999999,-1.24,-0.53,-1.28,-0.26999998,-1.0799999
-0.48,-1.01,-0.9,-1.1,-0.47,-0.96999997
-0.56,-1.5,-1.03,-1.62,-0.48999998,-1.31
-0.48999998,-2.21,-0.97999996,-2.31,-0.39999998,-1.73
-0.17,-2.5,-0.59999996,-2.6,-0.099999994,-1.9399999
-0.14999999,-2.3999999,-0.62,-2.46,-0.04,-1.8499999
-0.14,-2.05,-0.69,-2.05,-0.24,-1.56
-0.19999999,-1.76,-0.87,-1.5799999,-0.45,-1.3199999
-0.48999998,-1.36,-1.23,-1.1899999,-0.77,-0.98999995
-1.27,-0.39999998,-1.9699999,-0.29999998,-1.51,-0.22
-1.13,0.35999998,-1.9,0.39999998,-1.31,0.22
-0.83,0.25,-1.4699999,0.32,-1.04,0.12
-0.71,0.03,-1.31,0.04,-0.93,-0.089999996
-0.56,-0.14,-1.12,-0.17999999,-0.7,-0.22
-0.39999998,-0.26999998,-0.9,-0.34,-0.45,-0.29999998
-0.25,-0.29999998,-0.65,-0.39999998,-0.32,-0.35
-0.07,-0.32,-0.34,-0.32999998,-0.16,-0.34
0.06,-0.31,-0.08,-0.19,-0.04,-0.32
0.089999996,-0.35,0.01,-0.17,0.0,-0.35999998
0.13,-0.37,0.11,-0.17,0.04,-0.38
0.19,-0.39999998,0.19999999,-0.22999999,0.089999996,-0.39999998
0.26,-0.44,0.32999998,-0.32,0.14,-0.44
0.32999998,-0.5,0.47,-0.34,0.19999999,-0.47
0.26,-0.39,0.38,-0.099999994,0.24,-0.19999999
0.59,-0.56,0.78,-0.14999999,0.45999998,-0.35999998
0.83,-0.95,1.06,-0.72999996,0.65999997,-0.72999996
0.55,-1.24,0.7,-1.35,0.57,-0.96999997
0.48999998,-1.25,0.59,-1.48,0.59999996,-0.93
0.63,-0.90999997,0.7,-1.04,0.7,-0.48999998
0.62,0.0,0.65999997,0.17,0.62,0.29999998
0.11,0.96,0.11,1.42,0.13,1.03
-0.35999998,1.53,-0.45,2.08,-0.44,1.42
-1.02,2.1,-1.2099999,2.69,-1.1899999,1.8299999
-1.3,2.35,-1.79,3.05,-1.51,2.08
-0.91999996,1.6899999,-1.55,2.31,-1.1,1.51
-1.29,0.72999996,-2.25,0.93,-1.4499999,0.75
-1.22,0.48,-2.1599998,0.55,-1.4,0.47
