uwind_sbgl,vwind_sbgl,uwind_sbrj,vwind_sbrj,uwind_niteroi,vwind_niteroi
-0.04,-1.25,-0.44,-1.24,-0.14,-0.96
-0.12,-1.4599999,-0.53999996,-1.66,-0.06,-1.04
0.08,-1.7099999,-0.22999999,-2.01,0.13,-1.3
-0.02,-1.78,-0.29999998,-1.9499999,0.06,-1.18
-0.42,-1.4599999,-0.78999996,-1.49,-0.32999998,-0.87
-1.02,-1.0,-1.4699999,-0.93,-0.94,-0.51
-1.53,-0.52,-2.1,-0.41,-1.4599999,-0.099999994
-1.93,0.26,-2.6699998,0.31,-1.81,0.39
-1.13,0.32999998,-1.92,0.34,-1.0799999,0.25
-1.0699999,0.06,-1.88,-0.049999997,-1.12,0.0
-0.93,-0.14999999,-1.73,-0.32,-1.05,-0.21
-0.78999996,-0.28,-1.5999999,-0.48999998,-0.98999995,-0.34
-0.64,-0.45,-1.48,-0.74,-0.94,-0.56
-0.52,-0.55,-1.3299999,-0.88,-0.83,-0.69
-0.44,-0.59,-1.1899999,-0.79999995,-0.72999996,-0.68
-0.32,-0.57,-1.02,-0.59999996,-0.65,-0.63
-0.13,-0.65999997,-0.75,-0.62,-0.44,-0.68
0.04,-0.71,-0.47,-0.65,-0.76,-0.7
0.14,-0.76,-0.22,-0.71,-0.59,-0.77
0.19999999,-0.84,-0.06,-0.84,-0.42,-0.87
0.22,-0.88,0.01,-0.90999997,-0.34,-0.9
0.17999999,-0.98999995,-0.04,-1.03,-0.37,-0.97999996
0.17,-1.01,-0.08,-0.98999995,-0.38,-0.90999997
0.37,-1.87,0.12,-1.8399999,-0.22,-1.4499999
0.02,-1.65,-0.32999998,-1.78,-0.089999996,-1.28
0.01,-1.8499999,-0.37,-2.1399999,-0.11,-1.53
0.22999999,-2.23,-0.08,-2.57,0.17999999,-1.74
0.42,-2.78,0.14999999,-2.95,0.35,-2.03
0.31,-2.71,0.08,-2.82,0.21,-2.04
-0.11,-2.49,-0.35,-2.53,-0.19999999,-1.91
-0.66999996,-2.1499999,-1.01,-2.25,-0.78,-1.64
-1.1999999,-1.11,-1.74,-1.4,-1.31,-0.71999997
-0.83,0.0,-1.36,-0.089999996,-0.84999996,0.03
-0.89,0.03,-1.4,0.08,-0.96999997,-0.049999997
-0.75,-0.17,-1.28,-0.11,-0.83,-0.21
-0.57,-0.29999998,-1.11,-0.26999998,-0.64,-0.32
-0.29999998,-0.39,-0.78,-0.44,-0.42,-0.42999998
-0.02,-0.44,-0.34,-0.48999998,-0.22999999,-0.5
0.16,-0.48,-0.02,-0.44,-0.049999997,-0.52
0.22999999,-0.52,0.16,-0.42999998,0.049999997,-0.52
0.31,-0.59,0.29999998,-0.48,0.12,-0.56
0.32999998,-0.61,0.37,-0.48999998,0.16,-0.57
0.37,-0.62,0.42,-0.52,0.17999999,-0.58
0.37,-0.64,0.42999998,-0.58,0.17999999,-0.59
0.32999998,-0.69,0.35999998,-0.7,0.07,-0.48999998
0.35,-0.84999996,0.35,-0.89,-0.06,-0.68
0.35,-0.88,0.32,-0.88,-0.04,-0.71999997
0.79999995,-1.76,0.83,-1.68,0.26,-1.29
0.24,-1.63,0.07,-1.7199999,-0.04,-1.3
-0.06,-1.67,-0.32999998,-1.91,-0.14999999,-1.37
-0.19,-1.89,-0.51,-2.25,-0.099999994,-1.53
-0.31,-1.99,-0.61,-2.33,-0.16,-1.48
-0.61,-1.9,-0.95,-2.07,-0.45999998,-1.35
-1.0799999,-1.66,-1.5,-1.63,-0.95,-1.16
-1.56,-1.25,-2.08,-1.18,-1.4599999,-0.81
-1.86,-0.34,-2.6399999,-0.38,-1.75,-0.099999994
-1.18,0.19999999,-1.91,0.22,-1.03,0.17999999
-0.94,0.08,-1.68,0.14999999,-0.84,0.11
-0.72999996,-0.099999994,-1.48,-0.06,-0.71,-0.08
-0.65,-0.24,-1.4399999,-0.26,-0.68,-0.22999999
-0.57,-0.35999998,-1.39,-0.48,-0.64,-0.38
-0.48,-0.51,-1.26,-0.64,-0.59,-0.5
-0.41,-0.58,-1.14,-0.65999997,-0.59999996,-0.55
-0.37,-0.65,-1.09,-0.69,-0.64,-0.62
-0.32999998,-0.75,-1.06,-0.81,-0.61,-0.71999997
-0.31,-0.78999996,-1.02,-0.87,-0.53999996,-0.77
-0.32,-0.83,-1.01,-0.90999997,-1.05,-0.85999995
-0.25,-0.84,-0.89,-0.95,-0.95,-0.84
-0.17,-0.85999995,-0.74,-0.97999996,-0.84999996,-0.87
-0.11,-0.98999995,-0.59999996,-1.18,-0.75,-1.12
-0.04,-1.0699999,-0.47,-1.23,-0.63,-1.22
0.0,-2.1699998,-0.42999998,-2.32,-0.44,-1.91
-0.21,-1.9,-0.63,-2.19,-0.29999998,-1.61
-0.52,-2.1499999,-0.96999997,-2.59,-0.48,-1.92
-0.57,-2.8,-0.97999996,-3.34,-0.53999996,-2.4099998
-0.14,-3.3999999,-0.45999998,-3.81,-0.29,-2.85
0.13,-3.25,-0.14,-3.57,-0.14999999,-2.8
0.01,-2.84,-0.26999998,-3.04,-0.28,-2.44
-0.35,-2.1499999,-0.65999997,-2.36,-0.66999996,-1.74
-1.0699999,-0.96,-1.39,-1.3,-1.3,-0.71
-0.83,0.13,-1.3299999,0.04,-1.0,-0.02
-1.0799999,0.01,-1.77,-0.06,-1.3199999,-0.13
-0.89,-0.14999999,-1.61,-0.21,-1.14,-0.26
-0.62,-0.29999998,-1.31,-0.42,-0.79999995,-0.37
-0.38,-0.45999998,-1.03,-0.69,-0.48999998,-0.51
-0.19999999,-0.48,-0.72999996,-0.75,-0.32999998,-0.55
-0.01,-0.5,-0.39999998,-0.65999997,-0.14999999,-0.51
0.12,-0.48,-0.16,-0.48999998,-0.02,-0.45
0.17999999,-0.53,-0.049999997,-0.45999998,0.04,-0.48999998
0.25,-0.59999996,0.089999996,-0.52,0.089999996,-0.53999996
0.32,-0.68,0.21,-0.59999996,0.13,-0.59999996
0.37,-0.75,0.31,-0.68,0.16,-0.66999996
0.37,-0.81,0.32,-0.78,0.16,-0.71999997
0.42999998,-0.88,0.39,-0.82,0.19999999,-0.76
0.41,-0.94,0.32999998,-0.84999996,0.03,-0.72999996
0.91999996,-1.91,0.91999996,-1.81,0.29999998,-1.4399999
0.42999998,-1.75,0.32999998,-1.8499999,0.13,-1.4599999
0.35999998,-1.9,0.21,-2.1699998,0.17,-1.62
0.42999998,-2.04,0.28,-2.4099998,0.29999998,-1.6999999
0.44,-1.92,0.32,-2.33,0.34,-1.5
0.53,-1.64,0.44,-1.9599999,0.42999998,-1.25
0.37,-0.96,0.26,-1.11,0.28,-0.71999997
0.13,-0.06,-0.049999997,-0.16,-0.03,0.06
-0.57,0.65999997,-0.94,0.57,-0.76,0.48
-0.44,0.35,-0.93,0.45,-0.57,0.26
-0.5,0.32999998,-1.02,0.42999998,-0.65,0.24
-0.56,0.24,-1.09,0.32,-0.7,0.11
-0.56,0.08,-1.1,0.14,-0.65999997,-0.03
-0.51,-0.07,-1.06,-0.07,-0.55,-0.14999999
-0.35999998,-0.19999999,-0.88,-0.25,-0.38,-0.19999999
-0.08,-0.29,-0.45,-0.41,-0.16,-0.25
0.11,-0.17,-0.02,-0.26999998,0.0,-0.16
0.32999998,-0.099999994,0.5,-0.11,0.19,-0.13
0.42,-0.03,0.78999996,0.13,0.25,-0.08
0.42999998,0.01,0.87,0.29,0.39999998,0.22999999
0.37,0.03,0.78,0.34,0.39,0.31
0.34,0.01,0.7,0.29999998,0.39,0.29
0.32999998,-0.049999997,0.81,0.32,0.39999998,0.16
0.29999998,-0.17,0.74,0.099999994,0.42999998,-0.089999996
0.84,-0.66999996,1.41,-0.39999998,0.76,-0.58
0.71,-0.45999998,1.29,-0.58,0.81,-0.32
0.75,0.049999997,1.3299999,-0.26999998,0.64,0.14
0.35,0.089999996,0.84,-0.28,0.35999998,0.19999999
-0.34,0.22999999,-0.02,0.02,-0.32999998,0.32
-1.11,0.61,-1.03,0.63,-1.11,0.64
-1.8199999,1.12,-1.9699999,1.28,-1.87,1.02
-2.52,1.38,-2.95,1.48,-2.47,1.17
-2.74,1.29,-3.51,1.26,-2.56,1.02
-1.9799999,0.29,-3.03,0.29999998,-1.81,0.22
-1.4699999,-0.08,-2.56,-0.21,-1.43,-0.06
-1.28,-0.22,-2.3799999,-0.48,-1.4,-0.19999999
-0.96,-0.29,-1.9699999,-0.59,-1.3,-0.29999998
-0.88,-0.39999998,-1.86,-0.71999997,-1.28,-0.45
-0.55,-0.38,-1.4599999,-0.69,-1.0699999,-0.45999998
-0.37,-0.42,-1.24,-0.74,-0.90999997,-0.52
-0.38,-0.44,-1.2099999,-0.76,-1.2099999,-0.63
-0.34,-0.48999998,-1.13,-0.77,-1.14,-0.69
-0.32,-0.56,-1.05,-0.81,-1.1,-0.78999996
-0.25,-0.62,-0.89,-0.85999995,-0.96,-0.85999995
-0.17,-0.7,-0.74,-0.91999996,-0.83,-0.90999997
-0.06,-0.66999996,-0.56,-0.88,-0.74,-0.84
0.11,-0.55,-0.26999998,-0.72999996,-0.59,-0.69
0.14,-0.61,-0.24,-0.75,-0.57,-0.75
0.19,-1.28,-0.22,-1.37,-0.42999998,-1.24
-0.28,-1.38,-0.81,-1.76,-0.59,-1.29
-0.61,-1.5699999,-1.14,-2.03,-0.76,-1.29
-1.05,-1.7199999,-1.49,-2.11,-1.37,-1.5
-1.4499999,-2.46,-1.86,-2.3999999,-1.6999999,-2.09
-1.6999999,-2.28,-2.24,-2.1599998,-1.87,-1.8
-1.79,-1.9499999,-2.5,-1.73,-2.02,-1.42
-1.78,-1.51,-2.71,-1.3,-2.12,-0.89
-1.8399999,-0.77,-3.07,-0.77,-2.27,-0.11
-1.4599999,0.12,-2.81,0.21,-2.07,0.26999998
-1.8199999,-0.06,-3.34,-0.14,-2.34,-0.049999997
-1.75,-0.17999999,-3.1899998,-0.41,-2.21,-0.26999998
-1.65,-0.45999998,-2.99,-0.78,-2.05,-0.59
-1.49,-0.63,-2.76,-0.98999995,-1.9,-0.78
-1.22,-0.71,-2.4099998,-1.06,-1.6999999,-0.90999997
-0.96,-0.71,-2.09,-1.0799999,-1.42,-0.93
-0.64,-0.66999996,-1.65,-0.98999995,-1.0799999,-0.87
-0.47,-0.68,-1.38,-0.91999996,-0.87,-0.83
-0.39999998,-0.7,-1.24,-0.88,-0.75,-0.82
-0.31,-0.78999996,-1.0699999,-0.93,-0.58,-0.84999996
-0.14999999,-0.83,-0.79999995,-0.96,-0.39,-0.84999996
-0.04,-0.85999995,-0.59999996,-0.97999996,-0.25,-0.85999995
-0.12,-0.96,-0.65999997,-1.0799999,-0.29999998,-0.94
-0.099999994,-0.95,-0.61,-1.01,-0.72999996,-1.04
-0.41,-1.66,-1.01,-1.7199999,-0.76,-1.48
-0.5,-1.65,-1.13,-1.9,-0.7,-1.56
-0.66999996,-1.81,-1.27,-2.06,-0.71999997,-1.65
-0.57,-2.8799999,-1.09,-2.74,-0.57,-2.3
-0.31,-4.04,-0.69,-3.79,-0.29999998,-3.27
-0.31,-4.3399997,-0.71,-4.15,-0.32999998,-3.54
-0.39999998,-4.14,-0.91999996,-3.9599998,-0.48,-3.27
-0.5,-3.6999998,-1.11,-3.62,-0.62,-2.84
-0.84999996,-2.6699998,-1.5799999,-2.9199998,-0.95,-1.8299999
-0.71,-0.59999996,-1.4699999,-0.64,-0.64,-0.28
-0.72999996,-0.39,-1.51,-0.47,-0.66999996,-0.11
-0.88,-0.24,-1.8399999,-0.37,-1.0699999,-0.099999994
-1.01,-0.39999998,-2.1,-0.62,-1.36,-0.39999998
-1.0799999,-0.62,-2.23,-0.96999997,-1.39,-0.74
-0.87,-0.64,-1.9399999,-0.96,-1.1899999,-0.77
-0.65,-0.53999996,-1.63,-0.77,-1.02,-0.65999997
-0.55,-0.58,-1.4499999,-0.74,-0.91999996,-0.65999997
-0.48,-0.66999996,-1.31,-0.82,-0.82,-0.76
-0.41,-0.78,-1.16,-0.96999997,-0.69,-0.87
-0.35,-0.84999996,-1.04,-1.04,-0.57,-0.90999997
-0.34,-0.9,-0.98999995,-1.11,-1.02,-1.0699999
-0.26,-1.0,-0.84,-1.22,-0.93,-1.22
-0.37,-0.94,-0.96999997,-1.02,-0.96999997,-1.0699999
-0.29,-0.78999996,-0.83,-0.72999996,-0.85999995,-0.75
-0.61,-1.01,-1.27,-0.76,-0.84,-0.79999995
-0.22,-1.8399999,-0.69,-1.9799999,-0.47,-1.53
0.32,-2.6799998,0.06,-3.11,0.049999997,-2.35
1.66,-3.57,1.7099999,-4.0699997,1.28,-3.02
3.11,-3.76,3.35,-4.0299997,2.7,-3.46
3.46,-3.03,3.7099998,-3.26,3.37,-3.06
2.6599998,-2.49,2.79,-2.74,2.81,-2.48
1.5799999,-2.11,1.63,-2.45,1.75,-2.04
0.82,-1.22,0.84999996,-1.78,0.47,-1.09
-0.26,-0.12,-0.38,-0.26999998,-0.44,-0.19999999
-0.51,-0.45,-0.81,-0.58,-0.71,-0.52
-0.59999996,-0.53,-1.1,-0.61,-0.93,-0.71
-0.51,-0.52,-1.0699999,-0.61,-0.78,-0.63
-0.45999998,-0.53,-1.03,-0.55,-0.75,-0.61
-0.38,-0.65,-0.91999996,-0.69,-0.5,-0.59999996
0.08,-0.65999997,-0.31,-0.64,-0.22999999,-0.7
0.19,-0.48999998,0.21,-0.41,0.02,-0.45999998
1.92,0.31,3.12,1.1899999,1.09,-0.01
2.9199998,1.3299999,4.1,2.81,2.84,1.16
2.96,1.13,3.74,2.1499999,3.22,1.09
2.95,0.91999996,3.77,2.03,3.06,0.69
2.8999999,0.72999996,3.85,1.9,2.9199998,0.38
2.23,0.45,3.06,1.4,2.3799999,0.19
2.26,0.51,2.75,1.41,2.4199998,0.37
2.55,1.26,2.75,2.06,2.69,1.16
1.92,2.82,1.91,3.8,2.21,2.61
1.0799999,3.33,0.9,4.36,1.18,3.09
0.45,3.49,0.14999999,4.48,0.52,3.23
-0.21,3.4099998,-0.59,4.3199997,-0.02,3.09
-0.21,3.6699998,-0.7,4.75,-0.04,3.74
-1.26,3.57,-1.8,4.63,-1.18,3.3899999
-1.87,3.09,-2.49,4.2999997,-1.65,2.95
-2.06,3.06,-2.8,4.22,-2.01,2.8799999
-1.91,2.3,-2.83,3.36,-1.86,2.23
-1.61,1.3299999,-2.62,2.1,-1.49,1.1999999
-1.55,1.0699999,-2.6,1.88,-1.3399999,0.93
-1.7199999,0.97999996,-2.82,1.81,-1.66,0.93
-1.73,0.9,-2.9099998,1.62,-1.54,0.84
-1.42,0.71,-2.51,1.23,-1.3,0.66999996
-1.25,0.5,-2.32,0.9,-1.2099999,0.48999998
-0.9,0.29999998,-1.9,0.57,-1.0,0.32999998
-0.75,0.19,-1.74,0.47,-0.85999995,0.26999998
-0.26,0.04,-1.13,0.32,-0.48999998,0.16
-0.19,-0.049999997,-1.0699999,0.19,-0.56,0.07
-0.39,-0.42999998,-1.4,-0.29999998,-0.61,-0.28
0.06,-0.55,-0.78,-0.59,-0.21,-0.41
-0.88,-0.51,-1.9399999,-0.77,-1.04,-0.42
-0.71,-0.57,-1.6899999,-0.95,-0.85999995,-0.48
-0.38,-0.66999996,-1.26,-1.14,-0.69,-0.65
-0.45999998,-1.15,-1.2099999,-1.6899999,-0.75,-0.95
-0.85999995,-1.41,-1.5799999,-1.9499999,-0.84999996,-1.01
-1.12,-1.4699999,-1.7099999,-1.8399999,-1.06,-1.0
-1.25,-1.15,-1.6999999,-1.3199999,-1.14,-0.65999997
-1.7199999,-0.82,-2.1599998,-0.84,-1.87,-0.37
-2.32,-0.63,-2.82,-0.42,-2.46,-0.08
-2.79,-0.08,-3.5,0.07,-2.86,0.55
-3.37,1.03,-4.5099998,1.26,-3.27,1.09
-3.02,0.76,-4.46,0.85999995,-2.86,0.62
-2.4199998,-0.049999997,-3.9199998,-0.34,-2.52,-0.12
-2.01,-0.17,-3.3899999,-0.59,-2.3,-0.26
-1.63,-0.19,-2.87,-0.56,-2.05,-0.31
-1.4399999,-0.29,-2.6499999,-0.59999996,-1.9399999,-0.39999998
-1.3199999,-0.5,-2.54,-0.81,-1.8399999,-0.62
-1.09,-0.65999997,-2.24,-0.98999995,-1.5999999,-0.79999995
-0.72999996,-0.61,-1.78,-0.96999997,-1.26,-0.78999996
-0.5,-0.52,-1.43,-0.78999996,-1.02,-0.7
-0.42,-0.48,-1.28,-0.66999996,-0.88,-0.61
-0.35999998,-0.52,-1.16,-0.65999997,-0.77,-0.61
-0.26,-0.59,-1.0,-0.72999996,-0.63,-0.65
-0.16,-0.66999996,-0.84,-0.83,-0.45999998,-0.71
-0.17999999,-0.78999996,-0.83,-0.98999995,-0.5,-0.84999996
-0.13,-0.89,-0.74,-1.01,-0.45999998,-0.94
-0.51,-1.63,-1.1999999,-1.7099999,-0.89,-1.55
-0.71,-1.93,-1.41,-2.1599998,-0.96,-1.87
-0.93,-2.6699998,-1.62,-2.99,-1.06,-2.47
-0.93,-3.4099998,-1.51,-3.4399998,-1.01,-3.04
-0.87,-3.84,-1.4499999,-3.84,-0.91999996,-3.47
-0.78,-3.6399999,-1.4,-3.58,-0.78,-3.27
-0.72999996,-3.59,-1.36,-3.4099998,-0.64,-3.06
-0.81,-3.36,-1.4399999,-3.33,-0.74,-2.74
-1.26,-2.24,-1.99,-2.6,-1.23,-1.67
-1.27,-0.45999998,-2.1,-0.65999997,-1.1899999,-0.19999999
-1.77,-0.28,-2.87,-0.48,-1.91,-0.19999999
-1.76,-0.58,-2.9299998,-0.79999995,-2.08,-0.66999996
-1.24,-0.64,-2.36,-0.89,-1.74,-0.84999996
-0.79999995,-0.51,-1.81,-0.74,-1.35,-0.75
-0.53999996,-0.5,-1.4699999,-0.61,-1.09,-0.7
-0.42999998,-0.56,-1.27,-0.61,-0.90999997,-0.68
-0.26999998,-0.65,-1.03,-0.64,-0.7,-0.7
-0.14,-0.79999995,-0.82,-0.77,-0.5,-0.78999996
-0.099999994,-0.82,-0.7,-0.72999996,-0.38,-0.78
-0.03,-0.79999995,-0.58,-0.69,-0.25,-0.75
0.01,-0.83,-0.48,-0.71999997,-0.21,-0.75
0.02,-0.9,-0.42,-0.81,-0.19999999,-0.79999995
0.04,-0.96999997,-0.37,-0.90999997,-0.19,-0.87
0.049999997,-1.03,-0.34,-0.95,-0.16,-0.90999997
0.0,-1.99,-0.42999998,-1.9499999,-0.47,-1.61
-0.11,-2.05,-0.53999996,-2.1499999,-0.35,-1.74
-0.02,-2.48,-0.39,-2.72,-0.099999994,-2.1299999
-0.01,-3.03,-0.31,-3.37,0.0,-2.59
-0.03,-3.35,-0.29,-3.6499999,-0.02,-2.82
-0.08,-3.48,-0.37,-3.6999998,-0.089999996,-2.9399998
-0.19999999,-3.1299999,-0.51,-3.31,-0.25,-2.6799998
-0.39999998,-2.62,-0.77,-2.9199998,-0.48999998,-2.1499999
-1.04,-1.43,-1.55,-1.92,-1.13,-0.98999995
-1.11,-0.17,-1.6999999,-0.39999998,-1.09,-0.089999996
-1.17,-0.16,-1.86,-0.22,-1.39,-0.17
-0.90999997,-0.34,-1.68,-0.35999998,-1.2099999,-0.35999998
-0.58,-0.45,-1.3,-0.57,-0.85999995,-0.53
-0.39,-0.65,-1.0,-0.77,-0.59,-0.71999997
-0.22999999,-0.84,-0.71999997,-0.88,-0.41,-0.84999996
-0.04,-1.0,-0.41,-1.02,-0.26,-0.97999996
0.049999997,-1.12,-0.24,-1.13,-0.17999999,-1.0799999
0.14999999,-1.18,-0.08,-1.1999999,-0.099999994,-1.14
0.26999998,-1.15,0.099999994,-1.16,0.0,-1.09
0.35,-1.13,0.25,-1.14,0.099999994,-1.04
0.38,-1.14,0.32,-1.16,0.14,-1.02
0.38,-1.15,0.31,-1.17,0.14,-1.02
0.35,-1.1999999,0.24,-1.24,0.11,-1.03
0.34,-1.22,0.19,-1.23,0.089999996,-1.0699999
0.74,-2.22,0.66999996,-2.29,0.08,-1.74
0.42999998,-2.07,0.26,-2.23,0.08,-1.73
0.29999998,-2.29,0.13,-2.55,0.099999994,-2.0
0.35,-2.35,0.19999999,-2.6799998,0.17,-2.1399999
0.35,-2.37,0.25,-2.75,0.12,-2.1499999
0.29,-2.01,0.21,-2.4299998,0.07,-1.7199999
0.26,-1.25,0.24,-1.67,-0.07,-1.0699999
-0.01,-0.41,0.099999994,-0.78999996,-0.29,-0.42
2.02,2.34,3.1299999,3.04,0.83,1.3399999
3.6599998,3.1899998,5.1,3.4199998,2.83,2.56
3.81,2.71,5.56,3.01,2.84,2.1
3.97,1.7099999,5.62,1.77,4.0899997,2.0
3.6299999,0.88,5.13,1.39,3.8999999,0.98999995
3.34,0.57,4.8199997,1.36,3.4399998,0.26
3.36,0.78,4.56,1.65,3.33,0.32999998
2.9299998,0.39,4.0499997,1.1,2.9399998,0.02
2.48,0.22,3.59,0.84999996,2.62,-0.049999997
2.6799998,0.26999998,3.61,0.85999995,2.75,0.049999997
2.6599998,0.65999997,3.48,1.3299999,2.76,0.41
2.35,0.9,3.1,1.66,2.51,0.65999997
2.26,1.27,2.84,1.9699999,2.4199998,1.0
2.19,1.77,2.6699998,2.52,2.34,1.39
1.2099999,1.4599999,1.39,2.3,1.41,1.39
1.06,1.53,1.16,2.31,1.3,1.37
1.03,2.28,1.1,3.02,1.31,2.18
0.91999996,2.44,1.02,3.1599998,1.17,2.26
1.04,2.34,1.23,2.8799999,1.23,2.11
1.13,2.25,1.37,2.73,1.26,2.03
1.09,2.3,1.43,2.74,1.18,2.0
1.02,2.26,1.4399999,2.62,1.36,2.1699998
0.91999996,2.12,1.3299999,2.4199998,1.13,2.0
0.84,2.19,1.24,2.47,1.01,2.05
0.83,2.51,1.28,2.83,0.83,2.22
0.51,1.86,0.89,2.49,0.37,1.61
-0.22,0.29,-0.22,0.56,-0.22999999,0.24
-0.32,0.08,-0.48,0.17999999,-0.35999998,0.06
-0.29999998,0.0,-0.53999996,-0.07,-0.38,-0.04
-0.21,-0.01,-0.39,-0.11,-0.32,-0.06
-0.01,0.06,-0.089999996,0.02,-0.16,0.03
0.21,0.11,0.25,0.14,0.089999996,0.11
0.41,0.049999997,0.53999996,0.14999999,0.31,0.04
0.45,-0.06,0.64,0.07,0.38,-0.04
0.47,-0.14999999,0.75,-0.01,0.41,-0.099999994
0.48,-0.17999999,0.83,-0.089999996,0.42,-0.14
0.38,-0.17999999,0.74,-0.13,0.37,-0.12
0.39999998,-0.22999999,0.79999995,-0.22999999,0.35999998,-0.17
0.53,-0.32,0.94,-0.24,0.41,-0.32
0.55,-0.59,0.95,-0.55,0.59,-0.59999996
0.64,-1.31,1.01,-1.38,0.51,-1.1999999
0.31,-1.3399999,0.57,-1.52,0.17999999,-1.24
0.099999994,-1.01,0.35,-1.22,0.01,-0.93
-0.19,-0.71999997,0.04,-0.97999996,-0.07,-0.53
-0.81,-0.69,-0.65999997,-0.75,-0.5,-0.45999998
-1.1899999,-0.77,-1.28,-0.75,-0.85999995,-0.52
-1.53,-0.85999995,-1.74,-0.64,-1.29,-0.72999996
-1.36,0.17999999,-1.53,0.83,-1.3,0.17999999
-1.23,2.04,-1.65,2.83,-1.25,2.02
-1.39,2.26,-2.11,3.1399999,-1.42,2.18
-1.23,1.61,-1.9799999,2.33,-1.31,1.5
-0.7,0.89,-1.3399999,1.31,-0.79999995,0.76
-0.12,0.65,-0.53,0.89,-0.19,0.52
0.19999999,0.65999997,0.02,0.90999997,0.14999999,0.53
0.45999998,0.62,0.42999998,0.91999996,0.44,0.53999996
0.61,0.59999996,0.69,0.96,0.65999997,0.62
0.79999995,0.61,1.0,0.95,0.88,0.68
0.59,0.29,0.81,0.48,0.68,0.35999998
0.91999996,0.22999999,1.3,0.38,0.96,0.25
1.01,0.16,1.4499999,0.24,1.12,0.17
0.78,-0.19,1.22,-0.16,0.97999996,-0.19
0.76,-0.45,1.22,-0.41,0.88,-0.47
0.55,-0.17999999,1.04,-0.13,0.81,-0.26
1.09,-0.26,1.64,-0.17,1.1,-0.22999999
1.2099999,-0.02,1.75,0.01,1.1899999,-0.14999999
1.1,0.17999999,1.6899999,0.13,1.26,0.07
1.14,0.72999996,1.7099999,0.76,1.29,0.65
1.0799999,1.42,1.68,1.62,1.38,1.31
1.0,2.2,1.54,2.6399999,1.25,2.03
0.89,2.84,1.36,3.35,1.1,2.69
0.71,3.06,1.14,3.6799998,0.85999995,2.9099998
0.48,3.1,0.79999995,3.77,0.61,2.95
0.39999998,2.84,0.57,3.52,0.38,2.61
0.14999999,1.9699999,0.12,2.71,0.08,1.87
-0.57,0.76,-1.0699999,1.1899999,-0.69,0.79999995
-0.57,0.48,-1.12,0.77,-0.78,0.53
-0.52,0.26999998,-1.1,0.5,-0.72999996,0.32
-0.48,0.14999999,-1.09,0.38,-0.75,0.22
-0.37,0.14999999,-0.96999997,0.31,-0.64,0.29
-0.41,0.22,-1.04,0.35999998,-0.42999998,0.22
-0.29,0.21,-0.89,0.32999998,-0.37,0.21
-0.41,0.25,-1.0,0.34,-0.41,0.22
-0.31,0.08,-0.84999996,0.12,-0.35,0.089999996
-0.25,-0.049999997,-0.75,-0.07,-0.29,-0.03
-0.17,-0.099999994,-0.63,-0.16,-0.22999999,-0.08
-0.049999997,-0.089999996,-0.45,-0.17,-0.13,-0.089999996
-0.26,0.0,-0.78,-0.12,-0.31,-0.01
-0.71,-0.02,-1.29,-0.28,-0.74,-0.03
-1.0,-0.17999999,-1.55,-0.59999996,-1.22,-0.26999998
-1.4,-0.45,-1.89,-0.98999995,-1.4699999,-0.48
-1.8299999,-0.83,-2.35,-1.3,-1.68,-0.69
-2.1399999,-1.06,-2.72,-1.54,-1.93,-0.84
-1.9799999,-0.90999997,-2.57,-1.3199999,-1.9699999,-0.76
-1.68,-0.13,-2.32,-0.48,-1.61,0.01
-1.63,0.58,-2.28,0.52,-1.56,0.7
-2.08,1.25,-2.8799999,1.49,-2.06,1.25
-2.99,1.49,-4.0,1.67,-2.82,1.23
-2.97,0.65999997,-4.45,0.75,-2.8,0.47
-2.3999999,-0.099999994,-3.9399998,-0.28,-2.36,-0.17
-2.0,-0.26,-3.4399998,-0.61,-2.01,-0.32
-1.68,-0.35,-2.9399998,-0.78999996,-1.8399999,-0.42999998
-1.38,-0.38,-2.52,-0.81,-1.75,-0.47
-0.78999996,-0.29999998,-1.8199999,-0.64,-1.3299999,-0.41
-0.39,-0.24,-1.3199999,-0.59,-0.87,-0.37
-0.29999998,-0.19999999,-1.15,-0.48,-0.62,-0.26
-0.17,-0.16,-0.89,-0.35999998,-0.38,-0.19999999
-0.13,-0.21,-0.79999995,-0.35999998,-0.29,-0.24
-0.049999997,-0.24,-0.65,-0.32,-0.19999999,-0.26
0.02,-0.29999998,-0.52,-0.31,-0.44,-0.21
0.02,-0.41,-0.47,-0.42999998,-0.38,-0.39
0.08,-0.58,-0.29,-0.53,-0.37,-0.53999996
0.17999999,-0.61,-0.14999999,-0.45999998,-0.22999999,-0.45999998
0.31,-1.25,-0.02,-1.1,-0.049999997,-0.96
-0.11,-1.5999999,-0.51,-1.76,-0.29999998,-1.3299999
-0.12,-1.86,-0.45,-2.1399999,-0.21,-1.54
-0.25,-1.5999999,-0.59,-1.87,-0.17,-1.1899999
-0.55,-1.49,-0.94,-1.66,-0.38,-1.0699999
-0.75,-1.4,-1.1899999,-1.37,-0.61,-1.01
-0.96999997,-1.06,-1.49,-0.91999996,-0.91999996,-0.72999996
-1.29,-0.62,-1.89,-0.47,-1.3199999,-0.35999998
-1.8,-0.089999996,-2.59,-0.03,-1.87,-0.02
-1.77,0.38,-2.77,0.47,-1.78,0.17
-1.4699999,0.03,-2.45,-0.12,-1.62,-0.14999999
-1.3199999,-0.17,-2.26,-0.42999998,-1.56,-0.31
